nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Rosales,Evan,21,176.1,65.0,F,non,bac+2,Bretagne,oui,non,het,1,333.7,504.0,célibataire,4.0,0.09,2023-11-20,590.0,361.03,500.0
Rodriguez,Joshua,19,169.3,71.2,H,oui,doctorat,Hauts-de-France,non,oui,het,1,310.0,500.0,célibataire,0.0,0.49,2024-04-19,763.0,675.4100000000001,17301.685381884534
Hubbard,Paul,48,159.9,64.0,H,non,master,Bretagne,non,oui,het,2,295.3,1096.0,veuf,5.0,0.24,2022-09-29,578.0,941.2939999999999,10825.584868931452
Hernandez,Brian,19,168.4,74.9,F,non,bac,Normandie,non,oui,het,2,561.5,2649.0,célibataire,1.0,0.92,2022-05-30,582.0,697.642,4914.849246844331
Massey,Jessica,42,177.6,61.3,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,het,1,147.6,3185.0,divorcé,4.0,0.47,2024-11-25,573.0,742.87,10987.266537098443
Rodriguez,Madison,37,186.8,68.6,H,non,master,Normandie,oui,oui,het,1,315.2,2681.0,veuf,2.0,0.14,2020-12-04,729.0,1063.212,5341.6714309697
Ball,Yvette,51,162.2,50.4,F,non,bac,Île-de-France,oui,non,hom,2,216.1,2308.0,divorcé,1.0,0.67,2021-09-29,582.0,928.9100000000001,500.0
Parsons,Patrick,26,164.3,70.3,H,oui,master,Occitanie,non,oui,het,3,257.0,3143.0,célibataire,2.0,0.9,2024-05-19,570.0,630.8480000000001,33896.26405788397
Tapia,Kimberly,25,165.4,59.2,F,non,bac,Auvergne-Rhône-Alpes,non,non,het,1,284.0,945.0,marié,0.0,0.82,2024-04-06,560.0,834.5540000000001,500.0
Jones,Craig,45,173.8,67.4,F,oui,bac+2,Hauts-de-France,oui,oui,het,3,73.7,2338.0,divorcé,1.0,0.39,2022-11-28,582.0,727.868,7409.43490471023
Ross,Anthony,57,158.5,61.9,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,0,452.8,1065.0,marié,1.0,0.53,2023-09-11,797.0,917.0900000000001,11441.76752995215
Morrison,Connie,52,162.5,75.9,F,oui,master,Occitanie,non,oui,hom,2,34.0,500.0,célibataire,5.0,0.76,2023-11-20,738.0,965.86,15465.745010950492
Lopez,Raymond,64,161.8,72.3,F,non,doctorat,Occitanie,non,non,het,3,104.1,1778.0,marié,0.0,0.43,2020-09-07,560.0,932.906,500.0
Hurley,Edward,35,170.1,70.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,0,216.9,3489.0,divorcé,5.0,0.67,2023-09-14,679.0,671.99,500.0
Brooks,Barbara,45,169.5,83.4,H,non,bac,Corse,non,non,het,0,209.1,2550.0,divorcé,1.0,0.29,2023-07-20,831.0,830.226,500.0
Mcguire,Michael,36,171.5,46.5,F,non,bac,Normandie,oui,oui,het,2,310.3,2221.0,divorcé,2.0,0.57,2022-07-28,380.0,830.6539999999999,1533.6256357159782
Ward,David,49,168.5,63.3,F,non,bac,Île-de-France,oui,non,het,5,466.3,572.0,marié,1.0,0.43,2020-08-02,582.0,766.95,500.0
Herman,Anthony,51,170.8,77.6,F,oui,doctorat,Hauts-de-France,non,oui,het,2,267.4,2734.0,célibataire,2.0,0.87,2024-07-11,604.0,881.76,28565.547465661028
Davis,Katherine,54,175.0,46.6,F,oui,bac,Bretagne,non,oui,het,2,323.6,3999.0,célibataire,0.0,0.29,2022-12-20,395.0,883.44,20757.924107481635
Howell,Nicole,22,173.2,46.6,H,oui,aucun,Normandie,oui,oui,het,4,233.9,976.0,divorcé,3.0,0.18,2024-04-26,575.0,892.3299999999999,6540.8704635325785
Dillon,Carmen,59,169.2,68.5,H,non,bac+2,Île-de-France,oui,oui,hom,3,275.6,2670.0,veuf,5.0,0.58,2024-06-26,578.0,839.738,18127.708779167657
Wilson,Gregory,18,158.0,61.5,H,oui,doctorat,Occitanie,non,non,het,2,302.6,3666.0,célibataire,1.0,0.95,2023-04-16,778.0,942.7860000000001,33063.09605779351
Harrison,Timothy,27,183.9,79.9,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,1,228.0,2404.0,célibataire,5.0,0.58,2020-03-12,578.0,713.4179999999999,17888.980943556333
Leon,Erik,27,172.0,48.4,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,3,395.8,500.0,veuf,5.0,0.17,2025-01-17,578.0,842.04,16707.122030108563
Woods,Jonathan,67,150.8,83.6,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,2,177.1,3955.0,divorcé,4.0,0.61,2022-03-05,573.0,1044.1100000000001,500.0
Hill,Brittany,55,170.3,82.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,het,-1,34.9,1634.0,marié,5.0,0.78,2024-04-16,578.0,678.5,500.0
Frazier,Mary,40,165.6,75.0,H,oui,doctorat,Corse,non,oui,het,3,379.7,2350.0,veuf,2.0,0.15,2020-01-10,570.0,679.644,28586.71702711224
Krause,Randy,33,174.8,52.3,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,het,3,134.6,5321.0,célibataire,0.0,0.87,2020-10-10,590.0,709.3439999999999,10776.35487615669
Jackson,Chris,64,156.9,75.6,H,non,aucun,Auvergne-Rhône-Alpes,non,non,hom,2,310.9,3178.0,célibataire,3.0,0.58,2020-09-20,407.0,891.5840000000001,500.0
Keith,Taylor,36,164.4,93.8,F,oui,doctorat,Occitanie,non,oui,het,1,195.0,526.0,veuf,3.0,0.82,2022-09-28,355.0,772.704,16798.809999619658
Lowe,Brian,62,191.7,71.8,H,oui,master,Occitanie,oui,oui,het,1,275.4,500.0,marié,1.0,0.51,2021-01-03,582.0,965.86,7740.462212722434
Baker,Valerie,61,167.5,61.2,F,non,bac+2,Corse,oui,non,hom,1,275.7,4535.0,marié,5.0,0.6,2025-01-07,578.0,633.008,500.0
Shields,Kristine,40,177.4,65.1,F,oui,bac+2,Occitanie,non,oui,het,2,211.3,2783.0,veuf,1.0,0.35,2022-08-01,486.0,883.1020000000001,16720.65459722676
Henson,Laura,55,159.1,40.5,H,non,bac,Normandie,non,non,het,0,64.0,657.0,divorcé,5.0,0.49,2024-10-15,770.0,981.064,500.0
Hodges,Jeffery,21,170.6,64.0,H,oui,master,Occitanie,oui,oui,het,2,348.6,3030.0,marié,5.0,0.41,2020-03-21,578.0,637.56,15149.609234049443
Lucas,Theresa,57,181.2,50.9,H,oui,master,Corse,non,non,het,4,184.9,2506.0,marié,5.0,0.92,2023-02-20,578.0,861.008,10119.331333171642
Guerrero,Gloria,52,168.5,88.8,F,non,bac,Auvergne-Rhône-Alpes,non,non,het,1,227.5,3313.0,divorcé,0.0,0.88,2023-09-09,560.0,698.9,500.0
Dorsey,Evan,38,165.9,62.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,2,199.9,973.0,veuf,3.0,0.03,2020-08-14,841.0,892.3299999999999,28701.28286203008
Carter,Benjamin,42,167.3,80.4,F,non,bac+2,Corse,non,oui,het,2,336.9,2126.0,célibataire,0.0,0.35,2021-08-23,560.0,660.512,500.0
Crawford,Perry,48,159.1,70.3,F,non,doctorat,Bretagne,oui,oui,het,1,162.1,2092.0,veuf,1.0,0.26,2021-07-13,447.0,913.326,4537.256994320264
Moore,Heather,48,147.89100000000002,78.5,H,oui,aucun,Bretagne,non,non,het,4,71.8,3295.0,célibataire,3.0,0.87,2023-06-27,575.0,957.7120000000001,500.0
Barnett,Bonnie,41,175.5,87.3,F,non,bac,Hauts-de-France,non,oui,het,0,374.2,2795.0,célibataire,5.0,0.2,2025-01-18,550.0,874.808,500.0
Ramos,James,40,169.4,74.4,H,oui,aucun,Occitanie,oui,oui,het,1,183.0,3370.0,veuf,3.0,0.14,2022-10-17,662.0,768.486,500.0
Kidd,Kathryn,57,161.1,59.2,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,1,154.3,2384.0,célibataire,2.0,0.5,2020-12-17,497.0,911.42,7972.733895839663
Keller,Christopher,30,159.9,97.8,F,non,master,Occitanie,non,oui,het,1,185.4,1129.0,marié,3.0,0.64,2024-11-27,575.0,664.01,7904.506411125211
Collier,Jessica,21,162.7,84.9,F,non,aucun,Normandie,non,oui,het,0,323.1,1395.0,célibataire,1.0,0.82,2024-04-19,582.0,780.75,500.0
Edwards,Melissa,42,175.0,82.5,H,non,aucun,Corse,oui,non,het,1,388.2,5383.0,marié,2.0,0.42,2021-09-20,570.0,460.83000000000004,500.0
Kim,Charles,55,156.6,58.4,H,non,master,Bretagne,oui,oui,het,0,185.0,893.0,veuf,3.0,0.94,2022-10-03,575.0,819.814,500.0
Ferguson,Christina,50,183.1,47.6,H,non,bac+2,Hauts-de-France,oui,non,hom,1,188.3,2821.0,divorcé,1.0,0.73,2020-09-17,380.0,546.6,500.0
Hutchinson,Lisa,73,168.5,71.1,H,oui,bac,Normandie,non,non,het,3,272.9,3430.0,divorcé,3.0,0.54,2022-09-12,575.0,827.6700000000001,9759.618196273968
Anderson,Lindsay,37,158.5,84.5,F,oui,bac+2,Bretagne,oui,oui,het,2,222.1,4361.0,célibataire,1.0,0.77,2021-06-15,758.0,727.848,24656.909522685943
Martinez,Dorothy,61,180.1,73.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,1,368.3,2751.0,veuf,4.0,0.03,2025-02-08,573.0,441.59,1228.6509254565492
Mendez,Carolyn,71,176.5,58.7,H,oui,aucun,Normandie,oui,oui,het,-1,146.6,2715.0,divorcé,4.0,0.66,2024-02-07,573.0,994.7740000000001,500.0
Berger,Samuel,31,175.5,60.9,F,non,aucun,Corse,oui,oui,het,2,212.7,3127.0,veuf,5.0,0.65,2024-09-16,824.0,658.8960000000001,500.0
Kelly,Christopher,20,185.7,95.3,F,oui,master,Corse,non,non,het,0,262.6,2503.0,marié,3.0,0.91,2021-07-22,501.0,961.024,500.0
Holland,Jeffery,62,166.0,83.6,H,oui,bac+2,Occitanie,non,non,het,0,183.2,1969.0,veuf,5.0,0.06,2022-06-27,370.0,1044.93,500.0
James,Dillon,26,171.8,81.5,H,non,aucun,Normandie,oui,non,het,0,293.4,3319.0,veuf,5.0,0.31,2021-12-01,462.0,844.2639999999999,500.0
Jackson,Christopher,41,169.5,63.3,H,non,master,Île-de-France,oui,oui,het,0,86.1,1191.0,célibataire,2.0,0.97,2020-01-15,364.0,944.792,500.0
Gomez,Sarah,52,165.9,65.6,F,oui,bac,Bretagne,oui,oui,het,-1,238.5,2446.0,marié,4.0,0.2,2020-07-13,779.0,580.35,500.0
Wright,Jessica,47,169.3,80.4,F,oui,aucun,Normandie,oui,non,het,2,498.8,3115.0,divorcé,2.0,0.17,2022-03-31,570.0,909.89,500.0
Doyle,Michael,59,170.3,43.9,H,non,master,Normandie,oui,oui,het,2,150.1,4095.0,célibataire,0.0,0.53,2023-10-18,560.0,798.58,21315.11046889846
Williams,Rebecca,62,147.89100000000002,54.4,F,oui,bac+2,Normandie,oui,non,het,2,394.8,2292.0,divorcé,5.0,0.12,2024-12-08,416.0,912.25,500.0
Goodman,Crystal,40,169.1,87.5,F,oui,aucun,Île-de-France,non,oui,het,3,285.1,1502.0,célibataire,1.0,0.57,2021-11-20,582.0,903.2939999999999,9833.746839555084
Morgan,Victor,39,187.1,58.4,F,non,bac,Occitanie,oui,non,het,2,308.1,4441.0,divorcé,3.0,0.39,2022-01-07,575.0,779.7819999999999,500.0
Sweeney,Alexandra,40,165.4,68.5,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,5,309.1,2196.0,divorcé,5.0,0.55,2022-03-22,578.0,945.86,22836.80326240347
Garcia,Luke,18,167.8,52.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,5,201.3,2614.0,célibataire,3.0,0.78,2024-01-03,575.0,1004.14,4363.236441378058
Johnson,Amanda,59,163.5,64.0,F,oui,doctorat,Occitanie,non,oui,het,4,393.7,1595.0,veuf,1.0,0.86,2021-09-03,415.0,890.9739999999999,26559.378918225157
Johnson,Leslie,39,153.2,67.1,H,oui,master,Normandie,non,oui,hom,2,317.5,1770.0,marié,2.0,0.33,2023-01-21,519.0,640.722,26663.97194628608
Walsh,Robin,74,167.6,80.6,H,non,bac,Corse,non,oui,het,0,313.1,1607.0,veuf,4.0,0.77,2020-12-14,626.0,877.716,500.0
Shah,Jessica,46,187.9,41.3,F,non,bac+2,Normandie,non,non,het,0,292.3,4178.0,marié,0.0,0.13,2024-06-27,790.0,726.604,500.0
Butler,Nichole,45,149.1,64.0,H,oui,master,Corse,oui,oui,het,1,218.9,2111.0,marié,0.0,0.55,2024-01-15,560.0,1015.7720000000002,500.0
Cummings,Barbara,22,164.2,58.0,H,non,bac,Corse,non,oui,het,2,360.6,3079.0,marié,3.0,0.34,2020-01-22,575.0,492.4,3597.847928276612
Riley,Daniel,75,159.1,86.9,H,oui,master,Île-de-France,oui,oui,het,1,204.6,1696.0,veuf,0.0,0.29,2024-10-30,741.0,1090.05,19482.57771474946
Steele,Alyssa,63,165.7,56.9,F,non,bac+2,Occitanie,oui,oui,het,1,231.2,5334.0,marié,3.0,0.06,2024-04-08,305.0,608.746,2639.4729477291567
Stewart,Michelle,57,177.1,57.1,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,3,150.7,1927.0,divorcé,0.0,0.28,2023-09-02,560.0,842.67,500.0
Smith,Allison,59,183.2,65.0,H,non,master,Hauts-de-France,oui,oui,het,0,420.8,1848.0,divorcé,0.0,0.81,2022-05-28,560.0,508.90999999999997,500.0
Davis,Daniel,44,163.1,80.6,H,non,master,Occitanie,oui,oui,het,2,233.4,3446.0,célibataire,3.0,0.88,2023-11-27,575.0,901.55,13580.05607564163
Austin,Keith,24,170.8,54.1,F,non,doctorat,Hauts-de-France,oui,non,het,2,230.3,2516.0,veuf,3.0,0.14,2024-08-14,575.0,693.174,500.0
Silva,Barry,54,147.89100000000002,47.6,F,oui,bac,Île-de-France,oui,oui,het,0,155.5,2815.0,veuf,3.0,0.07,2021-03-09,575.0,710.672,500.0
Thomas,Kari,55,161.4,64.2,H,oui,aucun,Auvergne-Rhône-Alpes,oui,non,het,1,317.1,2277.0,veuf,5.0,0.14,2025-02-24,578.0,832.858,500.0
Gardner,Kayla,32,173.1,95.0,F,oui,master,Normandie,oui,oui,het,0,93.0,818.0,marié,4.0,0.2,2024-09-10,545.0,844.53,500.0
Clay,Ashley,52,172.7,83.5,H,non,doctorat,Normandie,non,non,het,3,270.8,2813.0,divorcé,1.0,0.91,2021-06-01,582.0,726.4760000000001,2878.2398738748034
Miller,Nicole,36,168.5,91.5,F,non,bac,Hauts-de-France,oui,oui,het,2,121.6,3294.0,célibataire,2.0,0.8,2021-02-25,570.0,800.5379999999999,500.0
Smith,Rose,20,161.9,58.5,F,oui,bac,Normandie,non,oui,het,4,466.0,2483.0,veuf,3.0,0.01,2022-03-15,575.0,830.8279999999999,14850.316618946355
Harris,Lisa,23,180.3,99.1,F,oui,doctorat,Bretagne,oui,non,het,2,228.3,669.0,marié,1.0,0.74,2021-02-17,582.0,950.22,500.0
Martin,Adam,18,167.9,98.9,F,oui,bac,Occitanie,oui,oui,het,1,205.2,1994.0,célibataire,5.0,0.86,2021-07-21,578.0,1070.54,500.0
Oliver,Kathryn,57,163.1,59.1,H,non,doctorat,Bretagne,oui,non,het,1,251.0,2892.0,divorcé,1.0,0.03,2020-10-14,588.0,761.21,3499.3897864398505
Castro,Jenna,68,159.0,43.1,H,non,bac+2,Corse,non,non,het,2,251.9,2127.0,célibataire,1.0,0.22,2022-02-28,529.0,907.86,500.0
Walker,Michael,28,162.6,70.1,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,het,2,407.8,5125.0,célibataire,2.0,0.79,2022-03-07,570.0,438.416,5896.222303920849
Miles,Norman,36,168.8,73.6,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,1,167.3,500.0,marié,0.0,0.18,2025-04-02,560.0,842.04,500.0
Hill,Sheila,69,180.7,81.2,H,non,master,Hauts-de-France,non,non,het,3,69.8,3350.0,marié,4.0,0.96,2022-03-12,573.0,319.57,500.0
Craig,Kelly,31,169.6,46.0,H,non,bac+2,Hauts-de-France,non,non,het,0,95.0,1895.0,divorcé,1.0,0.47,2020-06-03,582.0,655.22,500.0
Hodges,Crystal,66,147.89100000000002,45.8,H,non,aucun,Occitanie,non,oui,het,2,141.6,2783.0,veuf,4.0,0.19,2020-05-30,573.0,883.1020000000001,4195.742535438566
Skinner,Nicole,57,150.9,96.7,F,oui,doctorat,Corse,oui,oui,het,2,140.3,1308.0,divorcé,5.0,0.31,2021-04-22,578.0,978.664,5120.321683808075
Garcia,Stephanie,51,169.5,77.6,H,oui,aucun,Hauts-de-France,non,non,hom,1,265.8,4993.0,veuf,3.0,0.84,2022-04-28,575.0,841.81,500.0
Mckee,Troy,53,161.9,98.1,H,non,bac+2,Bretagne,non,non,het,0,143.8,2551.0,veuf,1.0,0.55,2023-11-18,627.0,915.3340000000001,500.0
Matthews,Jeffrey,64,159.9,77.0,H,oui,aucun,Occitanie,oui,non,het,3,352.1,2397.0,célibataire,3.0,0.65,2022-09-30,478.0,770.36,500.0
Huff,Jeffery,33,150.5,50.9,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,1,366.5,836.0,veuf,2.0,0.18,2020-07-16,570.0,695.708,13594.483099222509
Smith,Amy,27,177.1,61.6,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,2,222.1,1368.0,veuf,4.0,0.52,2024-12-31,545.0,889.358,16726.61730589305
Pruitt,Anthony,43,166.3,78.9,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,hom,3,130.7,1272.0,célibataire,5.0,0.52,2023-01-04,578.0,871.1200000000001,17180.747364859002
Bailey,Shawn,75,189.8,79.1,F,oui,bac+2,Corse,oui,oui,het,2,332.8,2203.0,divorcé,2.0,0.89,2023-07-22,570.0,881.31,1218.6885186709649
Smith,Justin,25,183.0,64.9,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,hom,1,219.3,1185.0,célibataire,3.0,0.77,2021-06-02,575.0,875.702,4764.080767080563
Kerr,Destiny,36,165.8,82.1,F,non,master,Occitanie,oui,oui,het,2,310.8,2605.0,veuf,0.0,0.36,2020-05-03,560.0,667.264,2072.612953248639
Gonzalez,Brenda,59,158.1,87.3,F,oui,bac+2,Île-de-France,oui,oui,hom,2,84.2,2388.0,divorcé,1.0,0.12,2022-04-25,582.0,694.242,19911.605107960168
Stewart,Henry,31,168.0,93.7,F,non,aucun,Normandie,non,oui,het,0,336.3,996.0,marié,1.0,0.88,2022-05-10,582.0,820.1379999999999,500.0
Mcfarland,Julie,19,166.8,57.3,F,non,master,Hauts-de-France,oui,oui,het,-2,358.7,3501.0,célibataire,1.0,0.75,2025-01-12,582.0,764.128,500.0
Villa,Sally,60,170.8,68.6,H,oui,master,Corse,non,oui,het,0,234.8,1788.0,divorcé,1.0,0.83,2022-06-11,632.0,775.208,4057.200623269282
Davis,Sean,44,165.1,84.6,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,1,292.1,2135.0,veuf,3.0,0.07,2023-01-05,575.0,781.774,12036.587454506234
Torres,Frederick,72,188.9,72.3,F,non,aucun,Bretagne,oui,non,hom,3,417.4,2246.0,célibataire,0.0,0.1,2023-11-30,322.0,470.25999999999993,500.0
Kaiser,David,62,178.7,77.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,het,5,151.6,1949.0,divorcé,2.0,0.17,2022-12-11,603.0,705.646,500.0
Aguirre,Steven,36,163.3,61.3,F,non,aucun,Normandie,oui,oui,het,3,189.5,883.0,divorcé,3.0,0.55,2023-04-04,365.0,984.8,500.0
Silva,Martin,48,179.8,73.6,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,0,257.2,4496.0,marié,3.0,0.57,2022-06-22,575.0,661.83,11412.41630558962
Patterson,Jordan,21,162.8,70.9,H,oui,master,Auvergne-Rhône-Alpes,non,non,het,0,392.7,563.0,célibataire,3.0,0.57,2024-01-04,387.0,624.2,500.0
Melton,Steven,61,168.8,92.0,H,oui,master,Bretagne,non,non,het,2,373.2,3053.0,célibataire,4.0,0.29,2024-03-03,573.0,866.3380000000001,5829.392890245829
Richards,Jennifer,48,173.2,61.9,H,non,doctorat,Corse,non,oui,het,-1,317.3,2217.0,divorcé,0.0,0.69,2020-12-18,503.0,947.9939999999999,5641.446316003912
Gutierrez,Yvonne,25,183.8,94.1,H,oui,master,Île-de-France,non,oui,het,5,482.0,500.0,divorcé,3.0,0.29,2021-05-25,418.0,675.32,37327.36625705594
Banks,Leah,35,161.8,96.1,H,non,bac+2,Hauts-de-France,non,non,het,0,368.1,500.0,veuf,2.0,0.02,2022-07-23,570.0,675.4100000000001,500.0
Jackson,Madison,46,170.3,44.4,F,non,bac,Occitanie,oui,non,hom,-1,199.0,1984.0,marié,2.0,0.98,2020-01-05,583.0,825.3879999999999,500.0
Santana,Christopher,68,181.3,58.6,H,non,master,Occitanie,oui,oui,het,2,243.3,2256.0,marié,5.0,0.81,2024-10-27,640.0,672.526,2608.038146752956
Johnson,Pamela,41,167.9,69.9,F,non,aucun,Hauts-de-France,oui,oui,het,3,373.0,1215.0,célibataire,2.0,0.66,2023-12-08,570.0,987.4779999999998,500.0
Hill,Justin,34,162.9,59.1,H,non,doctorat,Île-de-France,oui,non,het,3,442.7,1716.0,veuf,4.0,0.96,2024-03-10,534.0,634.29,2580.5457986031665
Allen,Melanie,69,170.4,61.5,H,oui,bac+2,Corse,non,oui,het,0,138.3,500.0,marié,4.0,0.18,2022-06-07,573.0,822.03,500.0
Young,Angela,63,172.0,80.4,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,1,9.1,1885.0,célibataire,1.0,0.13,2022-02-04,582.0,790.838,2617.2688975616197
Thomas,Angela,39,164.7,76.7,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,0,154.7,1947.0,marié,3.0,0.57,2024-03-21,338.0,778.98,500.0
Cameron,Robert,51,172.6,100.8,H,non,doctorat,Corse,non,non,het,2,136.4,2001.0,veuf,2.0,0.12,2023-12-18,804.0,599.462,500.0
Fernandez,Paige,42,191.5,62.5,H,oui,doctorat,Île-de-France,non,oui,het,0,303.7,1798.0,divorcé,3.0,0.56,2020-08-10,639.0,736.986,29030.897708251487
Martin,John,27,193.80900000000003,87.0,H,non,master,Occitanie,oui,oui,het,1,257.3,3490.0,marié,0.0,0.13,2025-02-22,560.0,724.976,500.0
Brown,Gregory,43,165.3,68.2,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,0,174.6,3478.0,marié,3.0,0.25,2023-02-18,764.0,1125.54,19312.826657426056
Walker,Toni,64,184.5,49.0,H,oui,bac+2,Normandie,oui,oui,het,2,263.9,1815.0,marié,3.0,0.53,2020-05-28,575.0,881.632,6539.364585742696
Thomas,John,48,159.8,35.391,F,non,master,Bretagne,oui,non,het,3,187.4,3651.0,célibataire,0.0,0.2,2023-09-09,309.0,651.294,500.0
Noble,Michael,36,172.9,73.9,H,non,master,Hauts-de-France,non,non,het,0,76.7,4294.0,veuf,5.0,0.33,2020-08-16,578.0,813.838,500.0
Cook,William,65,166.3,91.3,F,non,master,Occitanie,non,oui,hom,4,333.8,500.0,veuf,2.0,0.71,2021-08-05,570.0,965.86,19856.959950460925
Lopez,Stephanie,36,181.5,83.4,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,0,381.5,3813.0,veuf,3.0,0.16,2023-04-07,824.0,1033.026,16208.352297119474
Ward,Zachary,25,176.5,70.2,H,non,aucun,Normandie,non,oui,het,0,292.4,3639.0,célibataire,4.0,0.59,2021-01-21,463.0,849.0779999999999,2868.2172391992262
Leach,Jacqueline,52,155.2,90.4,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,2,151.8,2634.0,célibataire,3.0,0.09,2024-07-24,472.0,612.604,500.0
Mcdowell,Donna,40,185.7,57.5,F,oui,bac,Bretagne,oui,non,het,1,99.0,1994.0,célibataire,1.0,0.47,2022-12-25,582.0,581.3679999999999,500.0
Li,Christian,73,168.3,77.7,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,4,227.9,3530.0,marié,4.0,0.21,2023-11-18,573.0,451.09,30097.51999004206
Anderson,Candace,26,158.7,66.2,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,1,101.2,2189.0,divorcé,3.0,0.72,2021-03-21,575.0,947.9720000000001,500.0
Beck,Michael,45,154.9,80.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,2,96.7,4432.0,divorcé,5.0,0.54,2020-10-27,708.0,691.6959999999999,35983.45646936279
Bennett,Chase,27,192.9,82.2,H,non,aucun,Hauts-de-France,non,oui,het,3,340.6,1973.0,divorcé,1.0,0.75,2023-08-25,377.0,1032.48,500.0
Lucas,Lisa,25,157.2,75.2,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,1,129.9,1968.0,veuf,3.0,0.56,2022-04-18,575.0,260.35810000000004,16044.037142259434
Williams,Robin,64,170.2,52.6,H,non,master,Hauts-de-France,oui,oui,het,0,139.8,2129.0,marié,0.0,0.66,2023-07-13,560.0,907.86,500.0
Taylor,Valerie,35,157.1,69.7,F,non,master,Hauts-de-France,oui,oui,het,3,287.0,3723.0,célibataire,0.0,0.2,2024-07-23,560.0,829.1879999999999,16051.413784118842
Morgan,Joseph,60,162.6,83.8,H,oui,doctorat,Occitanie,oui,oui,het,0,236.9,2812.0,marié,3.0,0.83,2020-04-19,575.0,749.074,14888.550669731809
Beck,Michael,28,160.0,74.8,H,oui,bac+2,Bretagne,non,oui,het,1,395.0,1734.0,célibataire,5.0,0.41,2023-04-12,578.0,677.408,15564.892447349652
Smith,George,18,172.9,49.4,H,non,master,Provence-Alpes-Côte d’Azur,non,non,het,0,243.0,3260.0,veuf,4.0,0.68,2020-04-11,426.0,853.0040000000001,500.0
Williams,Derek,58,178.1,50.3,H,non,bac+2,Île-de-France,non,oui,hom,3,128.8,2348.0,célibataire,1.0,0.83,2022-05-14,582.0,784.18,24137.20557864265
Hunt,Zachary,59,167.3,52.0,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,het,3,448.9,3218.0,divorcé,3.0,0.49,2024-03-17,400.0,653.908,500.0
Gordon,Joanna,64,166.0,73.9,H,oui,bac,Île-de-France,non,non,het,0,253.0,4506.0,divorcé,3.0,0.3,2023-12-23,575.0,380.04,500.0
Valdez,Ethan,19,166.1,62.1,F,non,master,Bretagne,non,oui,hom,3,401.9,3654.0,célibataire,0.0,0.12,2023-12-18,335.0,754.448,27538.83621001084
Simpson,Michael,38,164.7,72.2,H,non,doctorat,Île-de-France,oui,oui,het,0,196.0,3990.0,célibataire,1.0,0.3,2020-06-13,546.0,1047.28,18405.536615579706
Hines,Hannah,44,162.1,35.391,H,non,master,Corse,non,oui,het,5,346.5,500.0,veuf,3.0,0.67,2023-03-30,575.0,822.03,26863.839321045703
Mcmahon,Amanda,72,169.2,84.3,H,non,bac,Auvergne-Rhône-Alpes,oui,non,het,1,202.6,1929.0,marié,2.0,0.84,2025-03-01,462.0,768.38,500.0
Smith,Kyle,65,168.2,93.8,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,1,287.2,1023.0,veuf,0.0,0.41,2021-11-16,339.0,871.274,500.0
Boone,Hannah,21,163.9,104.20900000000002,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,2,328.6,735.0,veuf,4.0,0.61,2023-09-10,573.0,906.7640000000001,500.0
