nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Wood,Joseph,36,173.6,65.8,H,oui,master,Normandie,oui,oui,1292.0,célibataire,2.0,0.22,2022-06-19,577.0,713.9959999999999,12073.79464109072
Hunter,Roger,27,155.4,79.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,3947.0,divorcé,2.0,0.3,2025-05-13,496.0,787.408,7409.971370503994
Mcfarland,Lisa,72,164.3,90.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1567.0,divorcé,5.0,0.35,2021-06-20,802.0,335.202,42431.997186695655
Ruiz,Diana,33,175.4,64.8,H,non,master,Occitanie,non,oui,3076.0,célibataire,0.0,0.11,2021-07-17,580.0,634.9580000000001,25657.65526246961
Costa,Stephanie,53,163.3,85.9,H,oui,master,Occitanie,non,non,2156.0,veuf,4.0,0.87,2022-05-25,576.0,663.67,500.0
Dickerson,Gina,40,167.3,57.6,F,non,doctorat,Occitanie,non,oui,2870.0,divorcé,4.0,0.73,2024-06-15,617.0,818.9680000000001,20606.08926223896
Anthony,Jessica,62,168.0,62.2,F,non,aucun,Occitanie,non,non,4576.0,divorcé,5.0,0.83,2022-05-25,500.0,831.55,500.0
Gomez,Monica,51,175.8,56.0,H,oui,bac+2,Occitanie,non,oui,2480.0,veuf,5.0,0.74,2021-11-20,557.0,767.656,19634.98087316357
Jimenez,Chase,58,165.0,67.8,H,oui,aucun,Île-de-France,oui,oui,2228.0,divorcé,3.0,0.7,2022-06-13,484.0,363.81,4968.756064114143
Snyder,Alexandria,48,164.6,44.2,H,oui,doctorat,Île-de-France,oui,non,3416.0,veuf,5.0,0.39,2023-02-07,557.0,940.436,11970.443330966416
Ray,Kelsey,45,166.8,79.5,H,oui,bac+2,Bretagne,oui,oui,2684.0,célibataire,0.0,0.47,2025-01-09,639.0,899.958,13078.291814080756
Brooks,Steven,23,157.2,91.2,F,non,bac+2,Occitanie,oui,non,4464.0,divorcé,2.0,0.34,2024-05-10,458.0,831.4200000000001,500.0
King,Thomas,66,162.3,93.5,H,non,bac+2,Hauts-de-France,oui,non,3068.0,marié,4.0,0.16,2024-11-27,782.0,478.46,500.0
Perez,Patrick,46,152.4,54.9,F,oui,bac+2,Normandie,non,oui,3344.0,veuf,5.0,0.14,2023-07-19,557.0,911.5260000000001,23158.184627930583
Estrada,Lisa,34,172.3,65.1,H,non,master,Normandie,oui,non,1346.0,divorcé,1.0,0.4,2023-01-06,368.0,945.0719999999999,500.0
Blevins,Rachael,73,178.6,56.1,F,non,master,Hauts-de-France,oui,oui,3686.0,veuf,4.0,0.75,2022-07-19,803.0,584.946,16025.297564461089
Baker,James,29,157.3,78.9,H,oui,doctorat,Occitanie,oui,oui,4104.0,veuf,5.0,0.26,2025-04-09,557.0,704.622,32281.72059281906
Parker,Jennifer,25,184.8,66.7,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1978.0,marié,5.0,0.39,2022-10-05,615.0,922.906,500.0
Boyd,Morgan,46,186.2,91.2,F,oui,aucun,Bretagne,oui,oui,2201.0,marié,5.0,0.35,2020-04-29,557.0,738.46,2028.8437355034253
Bradley,Emma,49,168.3,88.3,H,oui,master,Occitanie,oui,oui,1588.0,célibataire,4.0,0.92,2024-12-14,405.0,1143.45,18365.207496326955
Woods,Kelly,44,161.7,84.1,F,non,master,Corse,non,oui,4954.0,marié,1.0,0.57,2023-08-02,571.0,749.05,19811.98893203536
Vincent,James,56,173.5,79.3,F,non,master,Bretagne,non,oui,4797.0,célibataire,5.0,0.64,2023-04-22,357.0,813.3120000000001,29386.27330168705
Grimes,Michelle,40,175.0,70.4,F,non,bac,Corse,oui,oui,1767.0,divorcé,5.0,0.62,2021-10-18,567.0,1158.73,500.0
Riley,Danielle,24,181.6,95.2,F,non,aucun,Corse,non,non,1505.0,divorcé,1.0,0.41,2021-04-03,487.0,919.2360000000001,500.0
Peters,Emily,30,167.2,55.9,F,oui,aucun,Île-de-France,oui,oui,2090.0,célibataire,1.0,0.54,2024-05-26,553.0,496.10999999999996,5676.927413863518
Smith,Cindy,47,171.3,79.0,F,non,doctorat,Occitanie,oui,non,2452.0,veuf,4.0,0.77,2020-06-01,477.0,573.19,500.0
Porter,Jose,20,178.4,70.9,F,oui,bac,Île-de-France,oui,oui,3475.0,veuf,5.0,0.1,2020-01-06,557.0,617.5640000000001,13716.417179810942
Bailey,Jordan,73,167.4,67.3,H,non,bac,Hauts-de-France,non,non,4148.0,veuf,4.0,0.74,2022-08-06,609.0,968.184,500.0
Sherman,Mary,27,171.0,83.5,F,oui,bac,Normandie,oui,non,1170.0,divorcé,1.0,0.82,2022-07-28,440.0,627.9800000000001,500.0
Carter,Scott,36,162.6,72.8,H,non,aucun,Corse,oui,non,2395.0,divorcé,4.0,0.1,2024-12-16,540.0,899.4540000000001,500.0
Robinson,Jessica,30,183.9,44.0,H,non,bac+2,Île-de-France,non,non,1777.0,divorcé,1.0,0.88,2024-03-11,553.0,651.034,500.0
Atkins,Emily,65,186.1,83.3,H,non,bac+2,Normandie,oui,oui,2497.0,divorcé,5.0,0.77,2023-01-30,557.0,679.8159999999999,2910.6282601136813
Cook,Katelyn,47,159.9,60.7,H,oui,doctorat,Hauts-de-France,oui,oui,1331.0,veuf,0.0,0.62,2025-02-15,580.0,265.2039,14728.895686521268
Silva,Brianna,60,189.5,56.2,F,oui,aucun,Normandie,oui,oui,2315.0,divorcé,1.0,0.17,2020-08-14,553.0,1060.96,1637.021850875543
Ramirez,Karen,52,165.7,36.0,F,oui,doctorat,Occitanie,oui,oui,4172.0,célibataire,3.0,0.72,2024-02-29,581.0,802.592,24096.818254028258
Tate,Crystal,37,169.0,65.6,H,oui,bac+2,Normandie,oui,oui,3699.0,divorcé,2.0,0.55,2024-09-04,577.0,905.008,16558.08075692185
Armstrong,Danielle,35,178.7,103.2,F,non,master,Auvergne-Rhône-Alpes,non,oui,2607.0,veuf,1.0,0.9,2021-11-01,457.0,817.184,18579.603464429416
Gordon,Angelica,19,181.7,61.1,H,oui,aucun,Bretagne,non,oui,1801.0,marié,5.0,0.98,2021-01-20,815.0,630.86,19425.91018877002
Adams,Heather,45,162.1,54.7,H,non,doctorat,Île-de-France,oui,oui,2444.0,marié,1.0,0.8,2024-04-27,553.0,904.8299999999999,27125.906572605523
Ward,Richard,48,180.9,70.5,F,oui,master,Hauts-de-France,oui,non,3434.0,célibataire,5.0,0.79,2025-05-03,813.0,847.512,500.0
Roberts,Philip,64,163.8,49.6,F,non,bac+2,Île-de-France,oui,non,2828.0,célibataire,4.0,0.3,2024-12-13,576.0,652.2520000000001,500.0
Colon,Diane,56,163.4,56.4,F,non,aucun,Île-de-France,oui,oui,2133.0,divorcé,3.0,0.3,2023-06-28,581.0,792.522,500.0
Jordan,Allison,19,175.3,59.0,F,non,master,Corse,oui,oui,3868.0,célibataire,4.0,0.76,2021-06-27,576.0,751.818,1236.2040979616436
Allison,Jacqueline,33,168.5,44.2,H,oui,doctorat,Occitanie,oui,non,907.0,célibataire,5.0,0.62,2023-08-22,557.0,857.65,500.0
Smith,Michael,41,158.5,50.9,F,non,master,Normandie,oui,oui,2811.0,veuf,3.0,0.84,2020-01-17,523.0,684.652,3319.7338871675097
Castillo,Colin,61,175.5,99.8,F,oui,aucun,Normandie,non,non,2445.0,célibataire,1.0,0.05,2023-09-03,553.0,758.98,500.0
Rodriguez,Kristen,72,174.1,56.2,F,oui,aucun,Bretagne,non,non,3427.0,divorcé,4.0,0.45,2024-01-10,663.0,880.39,500.0
Cunningham,Derek,26,182.6,82.8,F,non,bac+2,Normandie,non,oui,2294.0,marié,2.0,0.97,2021-01-20,509.0,731.4459999999999,11118.924390264356
Banks,Andre,59,173.2,73.9,F,non,bac,Auvergne-Rhône-Alpes,oui,non,3970.0,célibataire,2.0,0.38,2020-01-08,577.0,848.8979999999999,500.0
Butler,Hannah,56,170.8,89.3,H,non,doctorat,Bretagne,oui,oui,4636.0,célibataire,4.0,0.26,2020-03-13,576.0,838.07,25264.887883286072
Obrien,Patricia,61,161.9,70.7,H,non,doctorat,Hauts-de-France,oui,oui,1090.0,marié,2.0,0.23,2025-06-07,577.0,684.99,1576.2752637930944
Powell,Dana,47,167.7,53.4,F,oui,doctorat,Occitanie,oui,oui,2451.0,divorcé,2.0,0.23,2021-09-05,753.0,925.034,28558.640451367977
Jones,Madison,41,185.1,74.5,H,non,bac+2,Occitanie,oui,oui,4029.0,divorcé,4.0,0.8,2021-07-31,500.0,720.61,12572.690227491412
Norman,Charles,48,181.4,93.0,F,non,bac+2,Hauts-de-France,oui,oui,5015.0,divorcé,0.0,0.0,2024-05-12,580.0,1102.4500000000003,9985.35077290691
Baker,Brian,51,160.3,61.3,H,non,bac+2,Occitanie,oui,non,2394.0,célibataire,0.0,0.97,2022-03-21,580.0,876.5540000000001,500.0
Atkins,Sandra,57,179.2,83.5,F,non,master,Hauts-de-France,non,non,541.0,veuf,4.0,0.73,2024-01-15,576.0,729.1800000000001,500.0
Collins,Gabriel,33,167.6,75.1,F,non,master,Normandie,oui,non,1230.0,marié,5.0,0.62,2023-02-20,557.0,706.9560000000001,500.0
Arias,Katherine,21,179.2,74.7,H,oui,aucun,Bretagne,non,oui,998.0,célibataire,4.0,0.68,2020-06-13,740.0,758.8879999999999,7118.792015716052
Allen,Stacey,40,179.1,80.2,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2992.0,divorcé,4.0,0.65,2025-05-10,593.0,1153.2,500.0
Liu,Sarah,26,154.4,65.7,H,non,doctorat,Corse,non,oui,2463.0,divorcé,1.0,0.84,2023-09-26,553.0,889.2299999999999,15652.431746675493
Rivera,Jacob,55,157.9,41.7,F,oui,doctorat,Occitanie,oui,oui,2498.0,marié,1.0,0.73,2022-04-11,553.0,761.076,18244.112242171323
Robles,Laurie,75,153.4,98.9,F,oui,bac,Corse,non,non,2353.0,divorcé,5.0,0.44,2021-02-04,434.0,887.5,500.0
Miller,Cheryl,60,148.5,86.7,H,non,master,Provence-Alpes-Côte d’Azur,non,non,1629.0,célibataire,1.0,0.78,2020-10-07,629.0,628.406,500.0
Silva,Joseph,72,187.9,49.6,H,oui,master,Île-de-France,non,oui,1120.0,veuf,2.0,0.17,2021-12-15,634.0,751.858,35070.03909571301
Booth,Daniel,48,165.7,70.9,F,non,bac+2,Hauts-de-France,oui,oui,500.0,divorcé,2.0,0.45,2024-02-14,633.0,639.64,500.0
Patterson,Stephanie,53,164.1,63.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3211.0,divorcé,2.0,0.56,2022-06-04,503.0,1203.17,13668.834172108887
Valenzuela,Brooke,71,163.7,71.6,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,3014.0,divorcé,4.0,0.02,2025-06-03,576.0,814.8380000000001,28819.075039984185
James,Brad,51,163.3,71.2,H,non,master,Auvergne-Rhône-Alpes,non,oui,500.0,célibataire,1.0,0.29,2023-08-30,797.0,1064.61,20944.42018948653
Williams,Rachel,33,173.8,77.2,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,4210.0,célibataire,5.0,0.28,2023-04-28,557.0,756.854,8211.053673623343
Perez,Tracey,40,171.2,67.7,F,non,bac,Bretagne,oui,oui,1253.0,divorcé,2.0,0.9,2020-10-26,577.0,926.97,500.0
Hawkins,Julie,55,162.7,77.5,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2501.0,marié,4.0,0.9,2021-09-19,576.0,814.2180000000001,10984.65059846852
Flores,Larry,53,174.0,65.7,F,non,bac,Île-de-France,oui,oui,1591.0,célibataire,3.0,0.76,2022-05-14,331.0,884.9680000000001,500.0
Francis,Greg,55,151.4,59.0,F,non,doctorat,Hauts-de-France,oui,oui,4283.0,veuf,2.0,0.39,2022-01-30,837.0,830.588,20718.920188420325
Ferguson,Michael,51,170.7,77.5,F,non,bac+2,Hauts-de-France,non,non,1979.0,divorcé,1.0,0.61,2023-07-05,553.0,536.04,500.0
Floyd,Fred,63,160.2,82.9,H,non,master,Normandie,non,oui,1497.0,marié,4.0,0.13,2021-02-22,576.0,593.73,19184.122591464125
Murray,Regina,59,161.3,71.7,F,non,bac,Hauts-de-France,oui,oui,1481.0,veuf,3.0,0.42,2022-09-24,581.0,694.6160000000001,500.0
Vega,Peter,38,167.9,80.7,F,non,bac,Île-de-France,non,oui,1900.0,célibataire,0.0,0.53,2024-09-20,617.0,835.604,11772.799305081704
Guzman,Jeremy,43,182.9,64.1,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1677.0,marié,3.0,0.85,2022-09-17,313.0,640.6400000000001,500.0
Patton,Joe,46,172.4,68.4,H,non,bac+2,Hauts-de-France,non,non,2472.0,marié,5.0,0.53,2024-06-24,557.0,1057.65,500.0
Campbell,Charles,52,179.5,65.6,F,non,doctorat,Bretagne,oui,oui,1603.0,marié,0.0,0.39,2021-12-14,301.0,816.6600000000001,10321.12867438911
Rich,Caitlin,38,158.0,78.5,F,oui,bac,Île-de-France,oui,oui,1848.0,célibataire,1.0,0.99,2020-05-15,553.0,885.5600000000001,4762.554313167681
Green,Lauren,50,164.1,87.0,H,non,bac,Corse,non,oui,2963.0,divorcé,5.0,0.2,2024-08-31,672.0,854.9540000000001,500.0
Rogers,Carol,38,154.5,74.8,F,oui,master,Normandie,non,non,1022.0,veuf,3.0,0.25,2022-10-22,481.0,770.934,500.0
Benjamin,Dwayne,68,156.6,98.2,H,oui,bac,Occitanie,oui,oui,2383.0,divorcé,1.0,0.27,2021-08-14,553.0,858.624,500.0
Lee,Kelly,22,160.8,70.7,H,non,bac+2,Bretagne,non,oui,1252.0,marié,3.0,0.15,2020-06-26,581.0,945.8880000000001,20810.72186300894
Short,Kenneth,31,181.9,80.7,F,oui,master,Occitanie,non,oui,2991.0,marié,2.0,0.56,2020-08-27,476.0,741.64,35324.41059405857
Peters,Donna,28,176.1,57.3,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2138.0,célibataire,2.0,0.42,2022-09-09,577.0,893.174,9348.235706928515
Flores,Jonathan,67,167.2,78.7,F,non,aucun,Normandie,oui,oui,2883.0,célibataire,4.0,0.12,2023-05-11,576.0,851.7379999999999,500.0
Rodriguez,Kevin,41,162.1,50.6,H,oui,bac+2,Corse,non,oui,4403.0,célibataire,3.0,0.83,2024-02-02,581.0,751.196,24102.562178675496
Perez,Amanda,32,166.6,61.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,2244.0,veuf,1.0,0.35,2020-09-02,553.0,1037.24,500.0
Montoya,Laura,64,178.9,78.6,F,non,master,Normandie,oui,oui,1674.0,veuf,1.0,0.2,2020-01-20,553.0,568.01,2318.801619269081
Webb,Justin,41,146.9,47.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1274.0,marié,3.0,0.97,2021-11-21,581.0,578.78,3279.3898971329018
Gordon,Toni,59,174.9,41.1,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,3526.0,marié,2.0,0.08,2021-05-07,577.0,692.718,500.0
Sanchez,Angela,64,182.2,71.5,H,oui,doctorat,Occitanie,non,oui,5021.0,célibataire,2.0,0.93,2021-02-20,577.0,1001.3680000000002,44318.76029882071
Nichols,Elijah,66,175.0,66.4,H,oui,bac+2,Île-de-France,oui,oui,500.0,marié,4.0,0.49,2020-07-25,302.0,482.6199999999999,500.0
Bradley,Emily,61,162.5,74.9,F,oui,bac+2,Normandie,oui,non,1954.0,divorcé,4.0,0.04,2023-05-02,576.0,876.2140000000002,500.0
Aguilar,Nicole,61,153.8,54.7,H,non,bac+2,Occitanie,non,oui,501.0,marié,0.0,0.82,2025-04-30,580.0,656.9540000000001,11708.019989648128
Peterson,Brittany,62,157.0,46.8,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,500.0,marié,1.0,0.49,2025-03-21,553.0,713.5759999999999,500.0
Trujillo,Steven,42,151.6,89.3,H,oui,aucun,Corse,oui,oui,2996.0,marié,4.0,0.21,2023-06-10,576.0,632.25,1464.9488789627408
Johnson,Lauren,49,174.9,70.9,F,oui,doctorat,Occitanie,oui,oui,3051.0,marié,3.0,0.54,2023-10-16,581.0,946.35,29170.63948049445
Guerrero,Steven,27,175.1,83.7,F,non,bac,Bretagne,non,non,3103.0,célibataire,5.0,0.47,2024-03-18,557.0,840.65,500.0
Williams,Teresa,40,173.8,94.0,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,500.0,célibataire,0.0,0.31,2024-05-31,580.0,650.918,500.0
Martinez,John,74,171.7,47.4,F,non,doctorat,Normandie,oui,non,2269.0,célibataire,1.0,0.59,2022-04-05,553.0,1036.97,500.0
Lewis,Russell,63,158.4,60.8,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,1609.0,marié,1.0,0.14,2025-05-26,405.0,748.2379999999999,20245.6528981206
Harris,Shirley,42,193.19399999999996,63.6,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,3359.0,divorcé,5.0,0.36,2023-11-29,745.0,543.2239999999999,16655.16133744293
Martinez,Joyce,37,165.2,72.2,F,oui,master,Occitanie,non,non,530.0,célibataire,5.0,0.27,2022-06-29,625.0,749.9680000000001,506.1000696557594
Perkins,Christian,67,161.7,61.8,H,non,master,Auvergne-Rhône-Alpes,oui,oui,4781.0,divorcé,3.0,0.8,2021-04-26,371.0,731.4459999999999,15607.164153245729
Barry,Richard,18,176.2,47.3,H,oui,doctorat,Occitanie,oui,non,1794.0,veuf,2.0,0.07,2021-09-20,658.0,517.97,500.0
Ramirez,Peggy,46,174.5,64.3,F,oui,bac+2,Île-de-France,non,oui,3868.0,divorcé,0.0,0.89,2023-09-12,580.0,777.6659999999999,24568.552873353263
Lee,Alyssa,43,163.9,80.9,H,oui,doctorat,Hauts-de-France,oui,oui,1951.0,marié,3.0,0.24,2021-12-06,347.0,915.7239999999999,20157.827863254694
Wagner,Brendan,21,157.5,88.9,F,oui,master,Bretagne,non,non,2059.0,marié,5.0,0.1,2022-02-25,557.0,879.356,3308.9064396020794
Miller,Sandra,33,167.2,84.8,H,non,aucun,Hauts-de-France,non,oui,3714.0,divorcé,0.0,0.61,2022-07-25,580.0,739.09,500.0
Walker,Shannon,20,151.9,92.1,H,oui,bac+2,Occitanie,oui,non,520.0,veuf,5.0,0.78,2022-03-27,621.0,789.466,500.0
Johnston,Nancy,54,183.6,78.3,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,4291.0,marié,1.0,0.91,2021-04-13,553.0,802.236,33001.40029680384
Alvarado,Martha,42,170.6,73.6,H,non,master,Corse,oui,oui,5458.0,marié,4.0,0.74,2024-01-01,633.0,1114.15,15442.104883091608
Peterson,Leslie,61,153.5,90.8,H,non,doctorat,Normandie,oui,oui,1077.0,divorcé,1.0,0.41,2023-05-06,553.0,899.202,4199.379275131533
Wilcox,Jim,38,193.19399999999996,88.6,F,oui,bac,Corse,non,oui,2199.0,divorcé,1.0,0.52,2021-04-22,387.0,986.5099999999999,7622.533229372277
Campbell,Carol,53,161.9,67.9,F,non,master,Hauts-de-France,oui,oui,3113.0,divorcé,1.0,0.99,2024-06-13,380.0,797.05,3080.492487464247
Bell,Sean,36,166.0,91.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3207.0,célibataire,3.0,0.96,2022-11-09,581.0,1307.961000000001,500.0
Compton,Ashley,58,175.7,79.5,H,non,aucun,Corse,non,non,2327.0,célibataire,2.0,0.95,2024-09-07,577.0,686.774,500.0
Moore,Anthony,66,167.0,76.6,F,oui,master,Occitanie,non,oui,1465.0,veuf,3.0,0.42,2025-01-27,628.0,593.75,23779.54164622753
White,Cory,23,158.4,59.0,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2008.0,veuf,0.0,0.34,2025-04-21,580.0,671.79,41186.912958780806
Martin,Dana,25,165.9,76.2,H,non,master,Corse,non,non,500.0,veuf,5.0,0.94,2021-02-01,556.0,774.52,500.0
Rivera,Jessica,25,179.1,61.6,F,non,aucun,Hauts-de-France,oui,oui,3528.0,célibataire,3.0,0.49,2022-12-22,581.0,692.7180000000001,1435.4474349906754
Coleman,Michelle,26,185.8,63.9,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4044.0,veuf,2.0,0.57,2023-03-22,577.0,693.436,20244.96496449784
Pace,Tyler,23,179.5,75.3,F,oui,bac+2,Occitanie,non,non,500.0,célibataire,3.0,0.17,2024-05-08,581.0,656.9540000000001,500.0
Coffey,Steven,69,166.3,38.8,F,non,bac,Corse,non,non,1810.0,divorcé,3.0,0.91,2024-12-11,581.0,864.0200000000001,500.0
Becker,Mary,58,167.1,73.0,F,oui,bac,Bretagne,oui,oui,3272.0,célibataire,3.0,0.76,2023-05-12,653.0,816.5699999999999,18739.434573768805
Wolfe,Gregory,71,178.2,85.2,F,oui,aucun,Normandie,non,oui,4039.0,célibataire,5.0,0.14,2024-01-15,557.0,706.3340000000001,26722.51063891717
Olsen,Mark,52,189.2,64.0,H,non,aucun,Occitanie,non,oui,1697.0,célibataire,4.0,0.19,2024-02-29,622.0,744.9319999999999,500.0
Robles,Lori,38,164.6,64.7,H,non,bac,Hauts-de-France,non,oui,2053.0,célibataire,5.0,0.47,2022-03-24,396.0,750.966,4420.722427663023
Smith,Nicole,44,173.1,67.7,H,oui,master,Auvergne-Rhône-Alpes,non,non,1289.0,célibataire,3.0,0.78,2023-03-13,581.0,1223.33,500.0
Stewart,Amanda,56,177.1,83.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2623.0,divorcé,0.0,0.63,2023-03-27,681.0,990.79,35380.09618294562
Ferguson,Douglas,69,160.3,98.3,F,oui,master,Normandie,non,oui,3359.0,marié,4.0,0.18,2021-10-23,522.0,906.02,28205.740727397675
Nelson,Jacqueline,70,174.6,73.2,F,non,aucun,Normandie,non,oui,4204.0,célibataire,5.0,0.22,2024-07-15,593.0,751.0780000000001,18213.101271004227
Brown,Jacob,50,166.7,73.7,F,oui,bac+2,Île-de-France,oui,oui,1732.0,marié,1.0,0.89,2024-01-06,818.0,785.952,17723.20021809159
Crawford,Daniel,31,182.6,62.4,F,non,aucun,Île-de-France,oui,oui,2622.0,marié,0.0,0.46,2025-05-28,352.0,665.71,6984.706974534388
Cruz,Brandon,37,172.3,87.4,F,non,doctorat,Île-de-France,non,non,2737.0,divorcé,5.0,0.13,2020-04-16,580.0,774.878,1440.069571905364
Davis,April,44,175.7,80.8,H,oui,master,Corse,non,non,1216.0,célibataire,5.0,0.72,2023-07-19,316.0,849.732,500.0
Fitzgerald,Joshua,38,171.1,54.6,F,non,doctorat,Bretagne,oui,oui,2948.0,veuf,2.0,0.91,2024-06-28,577.0,929.27,17211.450771728832
Stanley,Jessica,49,179.6,51.4,H,oui,bac,Occitanie,non,non,1530.0,célibataire,2.0,0.58,2021-02-01,577.0,559.35,500.0
Bean,Susan,72,175.0,71.8,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2302.0,veuf,5.0,0.46,2023-10-29,765.0,931.5720000000001,500.0
Chapman,Anthony,29,177.6,84.5,F,non,bac,Normandie,non,oui,1590.0,divorcé,0.0,0.34,2020-06-06,580.0,894.8539999999999,500.0
Arnold,Sandra,34,170.9,71.5,F,non,master,Bretagne,non,non,4143.0,marié,5.0,0.68,2022-11-01,466.0,820.382,2173.539199674299
George,Sherry,19,168.1,73.9,F,non,doctorat,Occitanie,oui,oui,4733.0,veuf,0.0,0.88,2023-07-05,580.0,1231.54,20610.18863484644
Martin,Amanda,28,158.4,60.6,H,oui,master,Île-de-France,non,non,2820.0,marié,2.0,0.21,2022-02-07,649.0,916.0020000000001,14502.031079825532
Carpenter,Teresa,42,174.7,56.0,H,oui,master,Occitanie,non,oui,3907.0,célibataire,2.0,0.66,2021-01-23,736.0,774.7239999999999,43038.733675838776
Davidson,Amanda,62,160.5,79.6,F,non,bac+2,Normandie,non,oui,2968.0,célibataire,2.0,0.4,2022-07-19,577.0,1063.492,12664.435501178286
Edwards,Brian,56,175.6,82.1,F,non,master,Île-de-France,non,oui,2566.0,célibataire,2.0,0.48,2025-05-05,577.0,540.08,20237.30157615237
Marsh,Eric,64,176.5,85.6,H,oui,bac,Normandie,non,oui,3279.0,veuf,5.0,0.3,2021-11-30,557.0,981.902,21833.999417828752
Hernandez,Carl,62,182.4,67.8,F,oui,master,Île-de-France,oui,non,3056.0,marié,0.0,0.92,2024-05-24,721.0,1094.8899999999999,2778.895441146856
Bailey,Joshua,62,166.3,91.2,H,oui,aucun,Normandie,non,non,4407.0,marié,4.0,0.65,2021-07-03,704.0,751.196,8503.44658404202
Villarreal,Dennis,34,177.7,54.2,H,oui,bac,Bretagne,oui,oui,3900.0,veuf,5.0,0.46,2025-03-20,493.0,774.7239999999999,20600.912025801503
Allen,Benjamin,47,183.6,35.806,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2512.0,divorcé,3.0,0.99,2023-05-28,581.0,823.8220000000001,500.0
Thompson,Barbara,59,165.0,57.6,H,oui,doctorat,Occitanie,oui,non,3408.0,veuf,1.0,0.47,2020-01-02,553.0,693.69,500.0
Williams,Donna,52,170.7,63.2,H,oui,bac,Bretagne,oui,oui,1870.0,célibataire,5.0,0.97,2025-02-15,357.0,620.5219999999999,500.0
Hodges,Emily,67,165.5,64.6,F,oui,doctorat,Corse,non,oui,3890.0,veuf,5.0,0.76,2022-02-26,557.0,681.3480000000001,30264.14579652031
Steele,Veronica,43,176.9,65.7,H,oui,doctorat,Bretagne,non,non,3540.0,veuf,5.0,0.35,2024-12-18,557.0,504.524,19833.87940555405
Lopez,Lisa,23,183.9,71.5,F,non,bac,Occitanie,oui,non,4340.0,veuf,2.0,0.74,2022-10-31,577.0,812.5519999999999,500.0
Cook,Robert,56,179.5,77.8,F,oui,bac+2,Normandie,oui,oui,1922.0,célibataire,4.0,0.23,2023-03-12,301.0,494.82,6920.170149102289
Malone,Kara,72,169.0,51.2,H,oui,master,Auvergne-Rhône-Alpes,non,non,3320.0,divorcé,0.0,0.89,2020-10-31,785.0,791.566,11431.23009848331
Lowe,Ryan,31,179.8,68.1,H,non,aucun,Occitanie,non,oui,1526.0,célibataire,0.0,0.49,2022-07-28,420.0,755.796,500.0
Garner,Matthew,66,174.5,55.0,H,non,bac,Normandie,non,oui,3012.0,veuf,3.0,0.06,2020-12-22,581.0,824.488,8383.41641013824
Bennett,Alyssa,64,172.1,80.8,F,non,doctorat,Occitanie,oui,oui,3245.0,marié,4.0,0.41,2021-01-17,745.0,808.998,20849.14794541604
Jennings,David,57,171.7,45.7,H,oui,bac,Île-de-France,oui,non,2221.0,célibataire,3.0,0.2,2023-03-04,581.0,746.9440000000001,500.0
Jones,Jennifer,26,146.9,79.8,H,non,bac+2,Occitanie,non,non,500.0,célibataire,3.0,0.14,2024-03-11,581.0,656.9540000000001,500.0
Matthews,Ricardo,27,153.2,57.2,H,oui,bac+2,Corse,oui,oui,2231.0,divorcé,3.0,0.78,2020-07-22,581.0,792.674,595.4529022693162
Sanchez,Stephen,68,173.1,58.6,H,non,bac+2,Occitanie,non,oui,1209.0,célibataire,1.0,0.53,2023-12-20,553.0,1023.454,4421.836090337169
Brown,Douglas,56,193.19399999999996,77.0,H,oui,bac,Bretagne,non,oui,2176.0,divorcé,1.0,0.03,2023-06-08,553.0,831.04,22156.6601666299
Hardy,Richard,43,176.0,67.1,F,non,aucun,Corse,non,oui,2770.0,marié,4.0,0.06,2020-09-13,424.0,1016.6780000000001,500.0
Patterson,Steven,71,175.3,84.1,H,non,bac,Hauts-de-France,oui,oui,3743.0,veuf,1.0,0.95,2022-11-16,553.0,922.1139999999999,500.0
